gml_id,namespace,localId,label,heatConten,emissionHe,diurnalVar,value,q,x,y
ES.1750,NL.IMAER,ES.1750,ADECS (248),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,163556.000,497967.000
ES.1751,NL.IMAER,ES.1751,ADECS (249),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,163262.000,497696.000
ES.1752,NL.IMAER,ES.1752,ADECS (250),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,162967.000,497426.000
ES.1753,NL.IMAER,ES.1753,ADECS (251),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,162672.000,497155.000
ES.1754,NL.IMAER,ES.1754,ADECS (252),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,162378.000,496884.000
ES.1755,NL.IMAER,ES.1755,ADECS (253),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,162083.000,496614.000
ES.1756,NL.IMAER,ES.1756,ADECS (254),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,161789.000,496343.000
ES.1757,NL.IMAER,ES.1757,ADECS (255),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,161494.000,496073.000
ES.1758,NL.IMAER,ES.1758,ADECS (256),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,161199.000,495803.000
ES.1759,NL.IMAER,ES.1759,ADECS (257),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,160905.000,495532.000
ES.1760,NL.IMAER,ES.1760,ADECS (258),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.582,0,0)",0.582000,160612.000,495260.000
ES.1761,NL.IMAER,ES.1761,ADECS (259),0.000000000000000,295.000000000000000,CONTINUOUS,"(4:0,0.0546,0,0)",0.054600,160352.000,494964.000
ES.1762,NL.IMAER,ES.1762,ADECS (260),0.000000000000000,264.000000000000000,CONTINUOUS,"(4:0,0.0547,0,0)",0.054700,160327.000,494577.000
ES.1763,NL.IMAER,ES.1763,ADECS (261),0.000000000000000,232.000000000000000,CONTINUOUS,"(4:0,0.0992,0,0)",0.099200,160558.000,494252.000
ES.1764,NL.IMAER,ES.1764,ADECS (262),0.000000000000000,201.000000000000000,CONTINUOUS,"(4:0,0.0547,0,0)",0.054700,160863.000,494009.000
ES.1765,NL.IMAER,ES.1765,ADECS (263),0.000000000000000,169.000000000000000,CONTINUOUS,"(4:0,0.0992,0,0)",0.099200,161249.000,494015.000
ES.1766,NL.IMAER,ES.1766,ADECS (264),0.000000000000000,138.000000000000000,CONTINUOUS,"(4:0,0.0547,0,0)",0.054700,161570.000,494253.000
ES.1767,NL.IMAER,ES.1767,ADECS (265),0.000000000000000,106.000000000000000,CONTINUOUS,"(4:0,0.0992,0,0)",0.099200,161864.000,494524.000
ES.1768,NL.IMAER,ES.1768,ADECS (266),0.000000000000000,75.000000000000000,CONTINUOUS,"(4:0,0.0992,0,0)",0.099200,162159.000,494794.000
ES.1769,NL.IMAER,ES.1769,ADECS (267),0.000000000000000,43.000000000000000,CONTINUOUS,"(4:0,0.0992,0,0)",0.099200,162454.000,495065.000
ES.1770,NL.IMAER,ES.1770,ADECS (268),0.000000000000000,12.000000000000000,CONTINUOUS,"(4:0,0.0992,0,0)",0.099200,162749.000,495335.000
ES.1771,NL.IMAER,ES.1771,ADECS (269),0.000000000000000,0.000000000000000,CONTINUOUS,"(4:0,322,0,0)",322.000000,162859.000,495436.000
ES.1772,NL.IMAER,ES.1772,ADECS (270),0.000000000000000,13.000000000000000,CONTINUOUS,"(4:0,0.897,0,0)",0.897000,162933.000,495504.000
ES.1773,NL.IMAER,ES.1773,ADECS (271),0.000000000000000,59.000000000000000,CONTINUOUS,"(4:0,0.903,0,0)",0.903000,163228.000,495775.000
ES.1774,NL.IMAER,ES.1774,ADECS (272),0.000000000000000,104.000000000000000,CONTINUOUS,"(4:0,0.63,0,0)",0.630000,163522.000,496045.000
ES.1775,NL.IMAER,ES.1775,ADECS (273),0.000000000000000,150.000000000000000,CONTINUOUS,"(4:0,0.63,0,0)",0.630000,163817.000,496316.000
ES.1776,NL.IMAER,ES.1776,ADECS (274),0.000000000000000,196.000000000000000,CONTINUOUS,"(4:0,0.63,0,0)",0.630000,164112.000,496586.000
ES.1777,NL.IMAER,ES.1777,ADECS (275),0.000000000000000,242.000000000000000,CONTINUOUS,"(4:0,0.63,0,0)",0.630000,164406.000,496857.000
ES.1778,NL.IMAER,ES.1778,ADECS (276),0.000000000000000,288.000000000000000,CONTINUOUS,"(4:0,0.63,0,0)",0.630000,164701.000,497127.000
ES.1779,NL.IMAER,ES.1779,ADECS (277),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.504,0,0)",0.504000,160352.000,494964.000
ES.1780,NL.IMAER,ES.1780,ADECS (278),0.000000000000000,294.000000000000000,CONTINUOUS,"(4:0,0.232,0,0)",0.232000,160327.000,494577.000
ES.1781,NL.IMAER,ES.1781,ADECS (279),0.000000000000000,259.000000000000000,CONTINUOUS,"(4:0,0.233,0,0)",0.233000,160558.000,494252.000
ES.1782,NL.IMAER,ES.1782,ADECS (280),0.000000000000000,224.000000000000000,CONTINUOUS,"(4:0,0.233,0,0)",0.233000,160863.000,494009.000
ES.1783,NL.IMAER,ES.1783,ADECS (281),0.000000000000000,188.000000000000000,CONTINUOUS,"(4:0,0.26,0,0)",0.260000,161249.000,494015.000
ES.1784,NL.IMAER,ES.1784,ADECS (282),0.000000000000000,153.000000000000000,CONTINUOUS,"(4:0,0.26,0,0)",0.260000,161570.000,494253.000
ES.1785,NL.IMAER,ES.1785,ADECS (283),0.000000000000000,118.000000000000000,CONTINUOUS,"(4:0,0.26,0,0)",0.260000,161864.000,494524.000
ES.1786,NL.IMAER,ES.1786,ADECS (284),0.000000000000000,83.000000000000000,CONTINUOUS,"(4:0,0.26,0,0)",0.260000,162159.000,494794.000
ES.1787,NL.IMAER,ES.1787,ADECS (285),0.000000000000000,48.000000000000000,CONTINUOUS,"(4:0,0.26,0,0)",0.260000,162454.000,495065.000
ES.1788,NL.IMAER,ES.1788,ADECS (286),0.000000000000000,13.000000000000000,CONTINUOUS,"(4:0,0.26,0,0)",0.260000,162749.000,495335.000
ES.1789,NL.IMAER,ES.1789,ADECS (287),0.000000000000000,9.000000000000000,CONTINUOUS,"(4:0,0.339,0,0)",0.339000,164332.000,496788.000
ES.1790,NL.IMAER,ES.1790,ADECS (288),0.000000000000000,49.000000000000000,CONTINUOUS,"(4:0,0.341,0,0)",0.341000,164038.000,496518.000
ES.1791,NL.IMAER,ES.1791,ADECS (289),0.000000000000000,89.000000000000000,CONTINUOUS,"(4:0,0.439,0,0)",0.439000,163743.000,496248.000
ES.1792,NL.IMAER,ES.1792,ADECS (290),0.000000000000000,130.000000000000000,CONTINUOUS,"(4:0,0.439,0,0)",0.439000,163449.000,495977.000
ES.1793,NL.IMAER,ES.1793,ADECS (291),0.000000000000000,170.000000000000000,CONTINUOUS,"(4:0,0.439,0,0)",0.439000,163154.000,495707.000
ES.1794,NL.IMAER,ES.1794,ADECS (292),0.000000000000000,210.000000000000000,CONTINUOUS,"(4:0,0.439,0,0)",0.439000,162859.000,495436.000
ES.1795,NL.IMAER,ES.1795,ADECS (293),0.000000000000000,251.000000000000000,CONTINUOUS,"(4:0,0.439,0,0)",0.439000,162564.000,495165.000
ES.1796,NL.IMAER,ES.1796,ADECS (294),0.000000000000000,291.000000000000000,CONTINUOUS,"(4:0,0.439,0,0)",0.439000,162270.000,494895.000
ES.1797,NL.IMAER,ES.1797,ADECS (295),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,465,0,0)",465.000000,161975.000,494625.000
ES.1798,NL.IMAER,ES.1798,ADECS (296),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,465,0,0)",465.000000,161680.000,494354.000
ES.1799,NL.IMAER,ES.1799,ADECS (297),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,161385.000,494084.000
ES.1800,NL.IMAER,ES.1800,ADECS (298),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,161009.000,493960.000
ES.1801,NL.IMAER,ES.1801,ADECS (299),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,160654.000,494142.000
ES.1802,NL.IMAER,ES.1802,ADECS (300),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,160394.000,494443.000
ES.1803,NL.IMAER,ES.1803,ADECS (301),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,160302.000,494823.000
ES.1804,NL.IMAER,ES.1804,ADECS (302),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,160505.000,495165.000
ES.1805,NL.IMAER,ES.1805,ADECS (303),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,255,0,0)",255.000000,160800.000,495435.000
ES.1806,NL.IMAER,ES.1806,ADECS (304),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,255,0,0)",255.000000,161094.000,495706.000
ES.1807,NL.IMAER,ES.1807,ADECS (305),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,255,0,0)",255.000000,161389.000,495976.000
ES.1808,NL.IMAER,ES.1808,ADECS (306),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,161684.000,496247.000
ES.1809,NL.IMAER,ES.1809,ADECS (307),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,161978.000,496518.000
ES.1810,NL.IMAER,ES.1810,ADECS (308),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,255,0,0)",255.000000,162273.000,496788.000
ES.1811,NL.IMAER,ES.1811,ADECS (309),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,233,0,0)",233.000000,162567.000,497059.000
ES.1812,NL.IMAER,ES.1812,ADECS (310),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.382,0,0)",0.382000,162862.000,497329.000
ES.1813,NL.IMAER,ES.1813,ADECS (311),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.382,0,0)",0.382000,163157.000,497600.000
ES.1814,NL.IMAER,ES.1814,ADECS (312),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.382,0,0)",0.382000,163452.000,497870.000
ES.1815,NL.IMAER,ES.1815,ADECS (313),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.382,0,0)",0.382000,163746.000,498141.000
ES.1816,NL.IMAER,ES.1816,ADECS (314),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.382,0,0)",0.382000,164041.000,498411.000
ES.1817,NL.IMAER,ES.1817,ADECS (315),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.273,0,0)",0.273000,164336.000,498682.000
ES.1818,NL.IMAER,ES.1818,ADECS (316),0.000000000000000,293.000000000000000,CONTINUOUS,"(4:0,0.325,0,0)",0.325000,164642.000,498932.000
ES.1819,NL.IMAER,ES.1819,ADECS (317),0.000000000000000,258.000000000000000,CONTINUOUS,"(4:0,0.327,0,0)",0.327000,165022.000,498997.000
ES.1820,NL.IMAER,ES.1820,ADECS (318),0.000000000000000,223.000000000000000,CONTINUOUS,"(4:0,0.327,0,0)",0.327000,165355.000,498779.000
ES.1821,NL.IMAER,ES.1821,ADECS (319),0.000000000000000,187.000000000000000,CONTINUOUS,"(4:0,0.364,0,0)",0.364000,165593.000,498466.000
ES.1822,NL.IMAER,ES.1822,ADECS (320),0.000000000000000,152.000000000000000,CONTINUOUS,"(4:0,0.385,0,0)",0.385000,165623.000,498086.000
ES.1823,NL.IMAER,ES.1823,ADECS (321),0.000000000000000,117.000000000000000,CONTINUOUS,"(4:0,0.364,0,0)",0.364000,165392.000,497762.000
ES.1824,NL.IMAER,ES.1824,ADECS (322),0.000000000000000,82.000000000000000,CONTINUOUS,"(4:0,0.364,0,0)",0.364000,165098.000,497491.000
ES.1825,NL.IMAER,ES.1825,ADECS (323),0.000000000000000,47.000000000000000,CONTINUOUS,"(4:0,0.364,0,0)",0.364000,164803.000,497221.000
ES.1826,NL.IMAER,ES.1826,ADECS (324),0.000000000000000,12.000000000000000,CONTINUOUS,"(4:0,0.364,0,0)",0.364000,164508.000,496950.000
ES.1827,NL.IMAER,ES.1827,ADECS (325),0.000000000000000,0.000000000000000,CONTINUOUS,"(4:0,451,0,0)",451.000000,164406.000,496857.000
ES.1828,NL.IMAER,ES.1828,ADECS (326),0.000000000000000,13.000000000000000,CONTINUOUS,"(4:0,0.463,0,0)",0.463000,164332.000,496788.000
ES.1829,NL.IMAER,ES.1829,ADECS (327),0.000000000000000,59.000000000000000,CONTINUOUS,"(4:0,0.466,0,0)",0.466000,164038.000,496518.000
ES.1830,NL.IMAER,ES.1830,ADECS (328),0.000000000000000,106.000000000000000,CONTINUOUS,"(4:0,0.171,0,0)",0.171000,163743.000,496248.000
ES.1831,NL.IMAER,ES.1831,ADECS (329),0.000000000000000,153.000000000000000,CONTINUOUS,"(4:0,0.171,0,0)",0.171000,163449.000,495977.000
ES.1832,NL.IMAER,ES.1832,ADECS (330),0.000000000000000,200.000000000000000,CONTINUOUS,"(4:0,0.171,0,0)",0.171000,163154.000,495707.000
ES.1833,NL.IMAER,ES.1833,ADECS (331),0.000000000000000,246.000000000000000,CONTINUOUS,"(4:0,0.171,0,0)",0.171000,162859.000,495436.000
ES.1834,NL.IMAER,ES.1834,ADECS (332),0.000000000000000,293.000000000000000,CONTINUOUS,"(4:0,0.171,0,0)",0.171000,162564.000,495165.000
ES.1835,NL.IMAER,ES.1835,ADECS (333),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,464,0,0)",464.000000,162270.000,494895.000
ES.1836,NL.IMAER,ES.1836,ADECS (334),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,232,0,0)",232.000000,161386.000,494083.000
ES.1837,NL.IMAER,ES.1837,ADECS (335),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,232,0,0)",232.000000,161230.000,493719.000
ES.1838,NL.IMAER,ES.1838,ADECS (336),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,232,0,0)",232.000000,161381.000,493350.000
ES.1839,NL.IMAER,ES.1839,ADECS (337),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,232,0,0)",232.000000,161657.000,493063.000
ES.1840,NL.IMAER,ES.1840,ADECS (338),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,232,0,0)",232.000000,162025.000,492929.000
ES.1841,NL.IMAER,ES.1841,ADECS (339),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.516,0,0)",0.516000,162388.000,493092.000
ES.1842,NL.IMAER,ES.1842,ADECS (340),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.516,0,0)",0.516000,162685.000,493359.000
ES.1843,NL.IMAER,ES.1843,ADECS (341),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.455,0,0)",0.455000,162983.000,493627.000
ES.1844,NL.IMAER,ES.1844,ADECS (342),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.516,0,0)",0.516000,163280.000,493894.000
ES.1845,NL.IMAER,ES.1845,ADECS (343),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.455,0,0)",0.455000,163581.000,494158.000
ES.1846,NL.IMAER,ES.1846,ADECS (344),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.455,0,0)",0.455000,163912.000,494364.000
ES.1847,NL.IMAER,ES.1847,ADECS (345),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.455,0,0)",0.455000,164296.000,494307.000
ES.1848,NL.IMAER,ES.1848,ADECS (346),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.455,0,0)",0.455000,164590.000,494035.000
ES.1849,NL.IMAER,ES.1849,ADECS (347),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.455,0,0)",0.455000,164867.000,493747.000
ES.1850,NL.IMAER,ES.1850,ADECS (348),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,165144.000,493458.000
ES.1851,NL.IMAER,ES.1851,ADECS (349),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,165421.000,493169.000
ES.1852,NL.IMAER,ES.1852,ADECS (350),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,165698.000,492881.000
ES.1853,NL.IMAER,ES.1853,ADECS (351),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,165974.000,492592.000
ES.1854,NL.IMAER,ES.1854,ADECS (352),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,166251.000,492303.000
ES.1855,NL.IMAER,ES.1855,ADECS (353),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,166528.000,492014.000
ES.1856,NL.IMAER,ES.1856,ADECS (354),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,166805.000,491726.000
ES.1857,NL.IMAER,ES.1857,ADECS (355),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,167080.000,491436.000
ES.1858,NL.IMAER,ES.1858,ADECS (356),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,167344.000,491135.000
ES.1859,NL.IMAER,ES.1859,ADECS (357),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,167597.000,490825.000
ES.1860,NL.IMAER,ES.1860,ADECS (358),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,167851.000,490516.000
ES.1861,NL.IMAER,ES.1861,ADECS (359),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,168104.000,490206.000
ES.1862,NL.IMAER,ES.1862,ADECS (360),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,168357.000,489897.000
ES.1863,NL.IMAER,ES.1863,ADECS (361),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,168610.000,489587.000
ES.1864,NL.IMAER,ES.1864,ADECS (362),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,168864.000,489277.000
ES.1865,NL.IMAER,ES.1865,ADECS (363),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,169117.000,488968.000
ES.1866,NL.IMAER,ES.1866,ADECS (364),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,169370.000,488658.000
ES.1867,NL.IMAER,ES.1867,ADECS (365),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,169624.000,488349.000
ES.1868,NL.IMAER,ES.1868,ADECS (366),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,169877.000,488039.000
ES.1869,NL.IMAER,ES.1869,ADECS (367),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,170130.000,487729.000
ES.1870,NL.IMAER,ES.1870,ADECS (368),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,170383.000,487420.000
ES.1871,NL.IMAER,ES.1871,ADECS (369),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.372,0,0)",0.372000,170636.000,487110.000
ES.1872,NL.IMAER,ES.1872,ADECS (370),0.000000000000000,305.000000000000000,CONTINUOUS,"(4:0,0.359,0,0)",0.359000,170871.000,486805.000
ES.1873,NL.IMAER,ES.1873,ADECS (371),0.000000000000000,10.000000000000000,CONTINUOUS,"(4:0,401,0,0)",401.000000,163153.000,495707.000
ES.1874,NL.IMAER,ES.1874,ADECS (372),0.000000000000000,31.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,162859.000,495436.000
ES.1875,NL.IMAER,ES.1875,ADECS (373),0.000000000000000,52.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,162564.000,495166.000
ES.1876,NL.IMAER,ES.1876,ADECS (374),0.000000000000000,73.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,162269.000,494895.000
ES.1877,NL.IMAER,ES.1877,ADECS (375),0.000000000000000,94.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,161975.000,494625.000
ES.1878,NL.IMAER,ES.1878,ADECS (376),0.000000000000000,115.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,161680.000,494354.000
ES.1879,NL.IMAER,ES.1879,ADECS (377),0.000000000000000,136.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,161385.000,494084.000
ES.1880,NL.IMAER,ES.1880,ADECS (378),0.000000000000000,157.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,161091.000,493813.000
ES.1881,NL.IMAER,ES.1881,ADECS (379),0.000000000000000,178.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,160796.000,493543.000
ES.1882,NL.IMAER,ES.1882,ADECS (380),0.000000000000000,199.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,160501.000,493272.000
ES.1883,NL.IMAER,ES.1883,ADECS (381),0.000000000000000,220.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,160207.000,493002.000
ES.1884,NL.IMAER,ES.1884,ADECS (382),0.000000000000000,241.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,159912.000,492731.000
ES.1885,NL.IMAER,ES.1885,ADECS (383),0.000000000000000,262.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,159617.000,492461.000
ES.1886,NL.IMAER,ES.1886,ADECS (384),0.000000000000000,283.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,159323.000,492190.000
ES.1887,NL.IMAER,ES.1887,ADECS (385),0.000000000000000,304.000000000000000,CONTINUOUS,"(4:0,389,0,0)",389.000000,159028.000,491920.000
ES.1888,NL.IMAER,ES.1888,ADECS (386),0.000000000000000,324.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,158733.000,491649.000
ES.1889,NL.IMAER,ES.1889,ADECS (387),0.000000000000000,345.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,158439.000,491379.000
ES.1890,NL.IMAER,ES.1890,ADECS (388),0.000000000000000,366.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,158144.000,491108.000
ES.1891,NL.IMAER,ES.1891,ADECS (389),0.000000000000000,387.000000000000000,CONTINUOUS,"(4:0,398,0,0)",398.000000,157849.000,490838.000
ES.1892,NL.IMAER,ES.1892,ADECS (390),0.000000000000000,408.000000000000000,CONTINUOUS,"(4:0,397,0,0)",397.000000,157555.000,490567.000
ES.1893,NL.IMAER,ES.1893,ADECS (391),0.000000000000000,429.000000000000000,CONTINUOUS,"(4:0,381,0,0)",381.000000,157260.000,490297.000
ES.1894,NL.IMAER,ES.1894,ADECS (392),0.000000000000000,450.000000000000000,CONTINUOUS,"(4:0,381,0,0)",381.000000,156965.000,490026.000
ES.1895,NL.IMAER,ES.1895,ADECS (393),0.000000000000000,471.000000000000000,CONTINUOUS,"(4:0,381,0,0)",381.000000,156671.000,489756.000
ES.1896,NL.IMAER,ES.1896,ADECS (394),0.000000000000000,492.000000000000000,CONTINUOUS,"(4:0,380,0,0)",380.000000,156376.000,489485.000
ES.1897,NL.IMAER,ES.1897,ADECS (395),0.000000000000000,513.000000000000000,CONTINUOUS,"(4:0,378,0,0)",378.000000,156081.000,489215.000
ES.1898,NL.IMAER,ES.1898,ADECS (396),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,363,0,0)",363.000000,155787.000,488944.000
ES.1899,NL.IMAER,ES.1899,ADECS (397),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,348,0,0)",348.000000,155492.000,488674.000
ES.1900,NL.IMAER,ES.1900,ADECS (398),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,348,0,0)",348.000000,155198.000,488403.000
ES.1901,NL.IMAER,ES.1901,ADECS (399),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,348,0,0)",348.000000,154903.000,488132.000
ES.1902,NL.IMAER,ES.1902,ADECS (400),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,324,0,0)",324.000000,154608.000,487862.000
ES.1903,NL.IMAER,ES.1903,ADECS (401),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,324,0,0)",324.000000,154314.000,487591.000
ES.1904,NL.IMAER,ES.1904,ADECS (402),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,324,0,0)",324.000000,154019.000,487321.000
ES.1905,NL.IMAER,ES.1905,ADECS (403),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,300,0,0)",300.000000,153725.000,487050.000
ES.1906,NL.IMAER,ES.1906,ADECS (404),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,300,0,0)",300.000000,153430.000,486779.000
ES.1907,NL.IMAER,ES.1907,ADECS (405),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,300,0,0)",300.000000,153136.000,486509.000
ES.1908,NL.IMAER,ES.1908,ADECS (406),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,300,0,0)",300.000000,152841.000,486238.000
ES.1909,NL.IMAER,ES.1909,ADECS (407),0.000000000000000,518.000000000000000,CONTINUOUS,"(4:0,300,0,0)",300.000000,152579.000,485936.000
ES.1910,NL.IMAER,ES.1910,ADECS (408),0.000000000000000,519.000000000000000,CONTINUOUS,"(4:0,288,0,0)",288.000000,152397.000,485580.000
ES.1911,NL.IMAER,ES.1911,ADECS (409),0.000000000000000,537.000000000000000,CONTINUOUS,"(4:0,284,0,0)",284.000000,152306.000,485191.000
ES.1912,NL.IMAER,ES.1912,ADECS (410),0.000000000000000,554.000000000000000,CONTINUOUS,"(4:0,284,0,0)",284.000000,152311.000,484791.000
ES.1913,NL.IMAER,ES.1913,ADECS (411),0.000000000000000,572.000000000000000,CONTINUOUS,"(4:0,284,0,0)",284.000000,152411.000,484404.000
ES.1914,NL.IMAER,ES.1914,ADECS (412),0.000000000000000,589.000000000000000,CONTINUOUS,"(4:0,284,0,0)",284.000000,152602.000,484052.000
ES.1915,NL.IMAER,ES.1915,ADECS (413),0.000000000000000,607.000000000000000,CONTINUOUS,"(4:0,284,0,0)",284.000000,152858.000,483745.000
ES.1916,NL.IMAER,ES.1916,ADECS (414),0.000000000000000,610.000000000000000,CONTINUOUS,"(4:0,270,0,0)",270.000000,153120.000,483443.000
ES.1917,NL.IMAER,ES.1917,ADECS (415),0.000000000000000,610.000000000000000,CONTINUOUS,"(4:0,270,0,0)",270.000000,153381.000,483139.000
ES.1918,NL.IMAER,ES.1918,ADECS (416),0.000000000000000,610.000000000000000,CONTINUOUS,"(4:0,270,0,0)",270.000000,153643.000,482837.000
ES.1919,NL.IMAER,ES.1919,ADECS (417),0.000000000000000,610.000000000000000,CONTINUOUS,"(4:0,270,0,0)",270.000000,153905.000,482535.000
ES.1920,NL.IMAER,ES.1920,ADECS (418),0.000000000000000,610.000000000000000,CONTINUOUS,"(4:0,261,0,0)",261.000000,154167.000,482233.000
