gml_id,namespace,localId,label,heatConten,emissionHe,diurnalVar,value,q,x,y
ES.1373,NL.IMAER,ES.1373,NOX (9818),0.000000000000000,866.000000000000000,CONTINUOUS,"(4:0,0.068685408,0,0)",0.068685,163600.000,492125.000
ES.1374,NL.IMAER,ES.1374,NOX (9819),0.000000000000000,867.000000000000000,CONTINUOUS,"(4:0,0.0019899216,0,0)",0.001990,164029.000,489302.000
ES.1375,NL.IMAER,ES.1375,NOX (9820),0.000000000000000,874.000000000000000,CONTINUOUS,"(4:0,0.008420112,0,0)",0.008420,156625.000,491553.000
ES.1376,NL.IMAER,ES.1376,NOX (9821),0.000000000000000,874.000000000000000,CONTINUOUS,"(4:0,0.02980152,0,0)",0.029802,167995.000,497217.000
ES.1377,NL.IMAER,ES.1377,NOX (9822),0.000000000000000,875.000000000000000,CONTINUOUS,"(4:0,0.070987536,0,0)",0.070988,162513.000,492023.000
ES.1378,NL.IMAER,ES.1378,NOX (9823),0.000000000000000,875.000000000000000,CONTINUOUS,"(4:0,0.074298816,0,0)",0.074299,159847.000,492661.000
ES.1379,NL.IMAER,ES.1379,NOX (9824),0.000000000000000,875.000000000000000,CONTINUOUS,"(4:0,0.15231888,0,0)",0.152319,159627.000,492928.000
ES.1380,NL.IMAER,ES.1380,NOX (9825),0.000000000000000,878.000000000000000,CONTINUOUS,"(4:0,0.103658832,0,0)",0.103659,168016.000,497094.000
ES.1381,NL.IMAER,ES.1381,NOX (9826),0.000000000000000,878.000000000000000,CONTINUOUS,"(4:0,0.52475904,0,0)",0.524759,162191.000,492601.000
ES.1382,NL.IMAER,ES.1382,NOX (9827),0.000000000000000,879.000000000000000,CONTINUOUS,"(4:0,0.0132009696,0,0)",0.013201,160756.000,493495.000
ES.1383,NL.IMAER,ES.1383,NOX (9828),0.000000000000000,880.000000000000000,CONTINUOUS,"(4:0,0.0094608,0,0)",0.009461,164876.000,500322.000
ES.1384,NL.IMAER,ES.1384,NOX (9829),0.000000000000000,881.000000000000000,CONTINUOUS,"(4:0,0.264492432,0,0)",0.264492,158542.000,491462.000
ES.1385,NL.IMAER,ES.1385,NOX (9830),0.000000000000000,882.000000000000000,CONTINUOUS,"(4:0,0.0003279744,0,0)",0.000328,168054.000,501852.000
ES.1386,NL.IMAER,ES.1386,NOX (9831),0.000000000000000,883.000000000000000,CONTINUOUS,"(4:0,0.007701091199999999,0,0)",0.007701,167012.000,499239.000
ES.1387,NL.IMAER,ES.1387,NOX (9832),0.000000000000000,885.000000000000000,CONTINUOUS,"(4:0,0.199023696,0,0)",0.199024,163600.000,490625.000
ES.1388,NL.IMAER,ES.1388,NOX (9833),0.000000000000000,885.000000000000000,CONTINUOUS,"(4:0,0.023399712,0,0)",0.023400,167378.000,498090.000
ES.1389,NL.IMAER,ES.1389,NOX (9834),0.000000000000000,886.000000000000000,CONTINUOUS,"(4:0,0.07899768,0,0)",0.078998,161984.000,492972.000
ES.1390,NL.IMAER,ES.1390,NOX (9835),0.000000000000000,887.000000000000000,CONTINUOUS,"(4:0,0.004780857600000001,0,0)",0.004781,164128.000,489125.000
ES.1391,NL.IMAER,ES.1391,NOX (9836),0.000000000000000,889.000000000000000,CONTINUOUS,"(4:0,0.0012598632,0,0)",0.001260,156481.000,491506.000
ES.1392,NL.IMAER,ES.1392,NOX (9837),0.000000000000000,891.000000000000000,CONTINUOUS,"(4:0,0.5802624,0,0)",0.580262,158408.000,491339.000
ES.1393,NL.IMAER,ES.1393,NOX (9838),0.000000000000000,892.000000000000000,CONTINUOUS,"(4:0,0.00263987856,0,0)",0.002640,165746.000,499745.000
ES.1394,NL.IMAER,ES.1394,NOX (9839),0.000000000000000,892.000000000000000,CONTINUOUS,"(4:0,0.33838128,0,0)",0.338381,160363.000,493149.000
ES.1395,NL.IMAER,ES.1395,NOX (9840),0.000000000000000,892.000000000000000,CONTINUOUS,"(4:0,0.39956112,0,0)",0.399561,162595.000,491875.000
ES.1396,NL.IMAER,ES.1396,NOX (9841),0.000000000000000,893.000000000000000,CONTINUOUS,"(4:0,0.024298488,0,0)",0.024298,168031.000,500219.000
ES.1397,NL.IMAER,ES.1397,NOX (9842),0.000000000000000,898.000000000000000,CONTINUOUS,"(4:0,8.19936e-05,0,0)",0.000082,167985.000,501976.000
ES.1398,NL.IMAER,ES.1398,NOX (9843),0.000000000000000,901.000000000000000,CONTINUOUS,"(4:0,0.138569184,0,0)",0.138569,168036.000,496880.000
ES.1399,NL.IMAER,ES.1399,NOX (9844),0.000000000000000,901.000000000000000,CONTINUOUS,"(4:0,0.0071807472,0,0)",0.007181,156356.000,491465.000
ES.1400,NL.IMAER,ES.1400,NOX (9845),0.000000000000000,902.000000000000000,CONTINUOUS,"(4:0,0.051214464,0,0)",0.051214,165406.000,500087.000
ES.1401,NL.IMAER,ES.1401,NOX (9846),0.000000000000000,902.000000000000000,CONTINUOUS,"(4:0,0.031914432,0,0)",0.031914,159698.000,492550.000
ES.1402,NL.IMAER,ES.1402,NOX (9847),0.000000000000000,906.000000000000000,CONTINUOUS,"(4:0,0.185179392,0,0)",0.185179,158281.000,491222.000
ES.1403,NL.IMAER,ES.1403,NOX (9848),0.000000000000000,906.000000000000000,CONTINUOUS,"(4:0,8.19936e-05,0,0)",0.000082,167265.000,495226.000
ES.1404,NL.IMAER,ES.1404,NOX (9849),0.000000000000000,907.000000000000000,CONTINUOUS,"(4:0,0.00184990176,0,0)",0.001850,164224.000,488952.000
ES.1405,NL.IMAER,ES.1405,NOX (9850),0.000000000000000,908.000000000000000,CONTINUOUS,"(4:0,0.5323276800000001,0,0)",0.532328,168071.000,500371.000
ES.1406,NL.IMAER,ES.1406,NOX (9851),0.000000000000000,908.000000000000000,CONTINUOUS,"(4:0,0.139357584,0,0)",0.139358,159376.000,492947.000
ES.1407,NL.IMAER,ES.1407,NOX (9852),0.000000000000000,909.000000000000000,CONTINUOUS,"(4:0,0.0167992272,0,0)",0.016799,160458.000,493259.000
ES.1408,NL.IMAER,ES.1408,NOX (9853),0.000000000000000,912.000000000000000,CONTINUOUS,"(4:0,0.0090413712,0,0)",0.009041,164630.000,500353.000
ES.1409,NL.IMAER,ES.1409,NOX (9854),0.000000000000000,913.000000000000000,CONTINUOUS,"(4:0,0.079596864,0,0)",0.079597,168013.000,496666.000
ES.1410,NL.IMAER,ES.1410,NOX (9855),0.000000000000000,913.000000000000000,CONTINUOUS,"(4:0,0.269254368,0,0)",0.269254,162054.000,492847.000
ES.1411,NL.IMAER,ES.1411,NOX (9856),0.000000000000000,914.000000000000000,CONTINUOUS,"(4:0,0.289311264,0,0)",0.289311,160625.000,493375.000
ES.1412,NL.IMAER,ES.1412,NOX (9857),0.000000000000000,914.000000000000000,CONTINUOUS,"(4:0,0.00115989408,0,0)",0.001160,167753.000,495995.000
ES.1413,NL.IMAER,ES.1413,NOX (9858),0.000000000000000,914.000000000000000,CONTINUOUS,"(4:0,0.210723552,0,0)",0.210724,162707.000,491674.000
ES.1414,NL.IMAER,ES.1414,NOX (9859),0.000000000000000,915.000000000000000,CONTINUOUS,"(4:0,0.069095376,0,0)",0.069095,163600.000,491875.000
ES.1415,NL.IMAER,ES.1415,NOX (9860),0.000000000000000,915.000000000000000,CONTINUOUS,"(4:0,0.00051309072,0,0)",0.000513,167497.000,497998.000
ES.1416,NL.IMAER,ES.1416,NOX (9861),0.000000000000000,916.000000000000000,CONTINUOUS,"(4:0,0.0741096,0,0)",0.074110,167137.000,499354.000
ES.1417,NL.IMAER,ES.1417,NOX (9862),0.000000000000000,918.000000000000000,CONTINUOUS,"(4:0,0.058310064,0,0)",0.058310,159586.000,492421.000
ES.1418,NL.IMAER,ES.1418,NOX (9863),0.000000000000000,920.000000000000000,CONTINUOUS,"(4:0,0.00046011024,0,0)",0.000460,167873.000,502128.000
ES.1419,NL.IMAER,ES.1419,NOX (9864),0.000000000000000,921.000000000000000,CONTINUOUS,"(4:0,0.00284013216,0,0)",0.002840,164288.000,488827.000
ES.1420,NL.IMAER,ES.1420,NOX (9865),0.000000000000000,923.000000000000000,CONTINUOUS,"(4:0,0.199812096,0,0)",0.199812,163600.000,490375.000
ES.1421,NL.IMAER,ES.1421,NOX (9866),0.000000000000000,923.000000000000000,CONTINUOUS,"(4:0,0.00034185024,0,0)",0.000342,167186.000,495101.000
ES.1422,NL.IMAER,ES.1422,NOX (9867),0.000000000000000,925.000000000000000,CONTINUOUS,"(4:0,0.0084390336,0,0)",0.008439,156125.000,491390.000
ES.1423,NL.IMAER,ES.1423,NOX (9868),0.000000000000000,925.000000000000000,CONTINUOUS,"(4:0,0.072406656,0,0)",0.072407,165638.000,499875.000
ES.1424,NL.IMAER,ES.1424,NOX (9869),0.000000000000000,927.000000000000000,CONTINUOUS,"(4:0,0.134374896,0,0)",0.134375,162777.000,491549.000
ES.1425,NL.IMAER,ES.1425,NOX (9870),0.000000000000000,927.000000000000000,CONTINUOUS,"(4:0,0.64207296,0,0)",0.642073,158144.000,491097.000
ES.1426,NL.IMAER,ES.1426,NOX (9871),0.000000000000000,930.000000000000000,CONTINUOUS,"(4:0,0.008798544,0,0)",0.008799,159375.000,492631.000
ES.1427,NL.IMAER,ES.1427,NOX (9872),0.000000000000000,931.000000000000000,CONTINUOUS,"(4:0,0.0074992608,0,0)",0.007499,164375.000,500326.000
ES.1428,NL.IMAER,ES.1428,NOX (9873),0.000000000000000,933.000000000000000,CONTINUOUS,"(4:0,0.06628867199999999,0,0)",0.066289,159185.000,492985.000
ES.1429,NL.IMAER,ES.1429,NOX (9874),0.000000000000000,935.000000000000000,CONTINUOUS,"(4:0,0.050110704,0,0)",0.050111,167987.000,496567.000
ES.1430,NL.IMAER,ES.1430,NOX (9875),0.000000000000000,937.000000000000000,CONTINUOUS,"(4:0,0.033806592,0,0)",0.033807,159450.000,492296.000
ES.1431,NL.IMAER,ES.1431,NOX (9876),0.000000000000000,939.000000000000000,CONTINUOUS,"(4:0,0.00245003184,0,0)",0.002450,159215.000,492523.000
ES.1432,NL.IMAER,ES.1432,NOX (9877),0.000000000000000,939.000000000000000,CONTINUOUS,"(4:0,0.0122012784,0,0)",0.012201,168318.000,500437.000
ES.1433,NL.IMAER,ES.1433,NOX (9878),0.000000000000000,940.000000000000000,CONTINUOUS,"(4:0,3.9987648e-05,0,0)",0.000040,167760.000,502260.000
ES.1434,NL.IMAER,ES.1434,NOX (9879),0.000000000000000,942.000000000000000,CONTINUOUS,"(4:0,0.004490726400000001,0,0)",0.004491,164374.000,488626.000
ES.1435,NL.IMAER,ES.1435,NOX (9880),0.000000000000000,943.000000000000000,CONTINUOUS,"(4:0,0.137055456,0,0)",0.137055,167942.000,496372.000
ES.1436,NL.IMAER,ES.1436,NOX (9881),0.000000000000000,943.000000000000000,CONTINUOUS,"(4:0,0.006868540800000001,0,0)",0.006869,164136.000,500275.000
ES.1437,NL.IMAER,ES.1437,NOX (9882),0.000000000000000,944.000000000000000,CONTINUOUS,"(4:0,0.3453192,0,0)",0.345319,162874.000,491375.000
ES.1438,NL.IMAER,ES.1438,NOX (9883),0.000000000000000,946.000000000000000,CONTINUOUS,"(4:0,0.0062409744,0,0)",0.006241,159092.000,492441.000
ES.1439,NL.IMAER,ES.1439,NOX (9884),0.000000000000000,946.000000000000000,CONTINUOUS,"(4:0,0.11841768,0,0)",0.118418,158019.000,490982.000
ES.1440,NL.IMAER,ES.1440,NOX (9885),0.000000000000000,949.000000000000000,CONTINUOUS,"(4:0,0.076600944,0,0)",0.076601,159071.000,493027.000
ES.1441,NL.IMAER,ES.1441,NOX (9886),0.000000000000000,949.000000000000000,CONTINUOUS,"(4:0,0.0006430190399999999,0,0)",0.000643,164010.000,500247.000
ES.1442,NL.IMAER,ES.1442,NOX (9887),0.000000000000000,949.000000000000000,CONTINUOUS,"(4:0,0.20356488,0,0)",0.203565,163599.000,490124.000
ES.1443,NL.IMAER,ES.1443,NOX (9888),0.000000000000000,949.000000000000000,CONTINUOUS,"(4:0,0.4903848,0,0)",0.490385,168165.000,500623.000
ES.1444,NL.IMAER,ES.1444,NOX (9889),0.000000000000000,950.000000000000000,CONTINUOUS,"(4:0,0.008448494400000001,0,0)",0.008448,155875.000,491309.000
ES.1445,NL.IMAER,ES.1445,NOX (9890),0.000000000000000,950.000000000000000,CONTINUOUS,"(4:0,0.00032608224,0,0)",0.000326,167061.000,494904.000
ES.1446,NL.IMAER,ES.1446,NOX (9891),0.000000000000000,952.000000000000000,CONTINUOUS,"(4:0,0.117913104,0,0)",0.117913,167825.000,496132.000
ES.1447,NL.IMAER,ES.1447,NOX (9892),0.000000000000000,952.000000000000000,CONTINUOUS,"(4:0,0.0149985216,0,0)",0.014999,167273.000,499479.000
ES.1448,NL.IMAER,ES.1448,NOX (9893),0.000000000000000,955.000000000000000,CONTINUOUS,"(4:0,0.0077610096,0,0)",0.007761,163875.000,500200.000
ES.1449,NL.IMAER,ES.1449,NOX (9894),0.000000000000000,956.000000000000000,CONTINUOUS,"(4:0,0.0072312048,0,0)",0.007231,158724.000,493230.000
ES.1450,NL.IMAER,ES.1450,NOX (9895),0.000000000000000,957.000000000000000,CONTINUOUS,"(4:0,0.0080700624,0,0)",0.008070,158875.000,492329.000
ES.1451,NL.IMAER,ES.1451,NOX (9896),0.000000000000000,957.000000000000000,CONTINUOUS,"(4:0,0.149070672,0,0)",0.149071,163039.000,491078.000
ES.1452,NL.IMAER,ES.1452,NOX (9897),0.000000000000000,958.000000000000000,CONTINUOUS,"(4:0,0.0101987424,0,0)",0.010199,168443.000,500552.000
ES.1453,NL.IMAER,ES.1453,NOX (9898),0.000000000000000,960.000000000000000,CONTINUOUS,"(4:0,0.00045601056,0,0)",0.000456,167638.000,502385.000
ES.1454,NL.IMAER,ES.1454,NOX (9899),0.000000000000000,961.000000000000000,CONTINUOUS,"(4:0,0.00221004288,0,0)",0.002210,164489.000,488182.000
ES.1455,NL.IMAER,ES.1455,NOX (9900),0.000000000000000,961.000000000000000,CONTINUOUS,"(4:0,0.0091391328,0,0)",0.009139,165517.000,500012.000
ES.1456,NL.IMAER,ES.1456,NOX (9901),0.000000000000000,961.000000000000000,CONTINUOUS,"(4:0,0.140051376,0,0)",0.140051,162972.000,491199.000
ES.1457,NL.IMAER,ES.1457,NOX (9902),0.000000000000000,962.000000000000000,CONTINUOUS,"(4:0,0.0036297936,0,0)",0.003630,168704.000,500792.000
ES.1458,NL.IMAER,ES.1458,NOX (9903),0.000000000000000,963.000000000000000,CONTINUOUS,"(4:0,0.069410736,0,0)",0.069411,163600.000,491625.000
ES.1459,NL.IMAER,ES.1459,NOX (9904),0.000000000000000,964.000000000000000,CONTINUOUS,"(4:0,0.0042794352,0,0)",0.004279,164448.000,488388.000
ES.1460,NL.IMAER,ES.1460,NOX (9905),0.000000000000000,965.000000000000000,CONTINUOUS,"(4:0,0.00156008592,0,0)",0.001560,158726.000,492261.000
ES.1461,NL.IMAER,ES.1461,NOX (9906),0.000000000000000,965.000000000000000,CONTINUOUS,"(4:0,0.100725984,0,0)",0.100726,163613.000,489935.000
ES.1462,NL.IMAER,ES.1462,NOX (9907),0.000000000000000,965.000000000000000,CONTINUOUS,"(4:0,0.00191991168,0,0)",0.001920,155722.000,491259.000
ES.1463,NL.IMAER,ES.1463,NOX (9908),0.000000000000000,966.000000000000000,CONTINUOUS,"(4:0,0.0301988736,0,0)",0.030199,158600.000,493328.000
ES.1464,NL.IMAER,ES.1464,NOX (9909),0.000000000000000,967.000000000000000,CONTINUOUS,"(4:0,0.238948272,0,0)",0.238948,163153.000,490875.000
ES.1465,NL.IMAER,ES.1465,NOX (9910),0.000000000000000,967.000000000000000,CONTINUOUS,"(4:0,0.00167992272,0,0)",0.001680,167749.000,496002.000
ES.1466,NL.IMAER,ES.1466,NOX (9911),0.000000000000000,967.000000000000000,CONTINUOUS,"(4:0,9.599558399999999e-05,0,0)",0.000096,166982.000,494779.000
ES.1467,NL.IMAER,ES.1467,NOX (9912),0.000000000000000,967.000000000000000,CONTINUOUS,"(4:0,0.7142904000000001,0,0)",0.714290,157883.000,490857.000
ES.1468,NL.IMAER,ES.1468,NOX (9913),0.000000000000000,967.000000000000000,CONTINUOUS,"(4:0,0.007770470399999999,0,0)",0.007770,163625.000,500110.000
ES.1469,NL.IMAER,ES.1469,NOX (9914),0.000000000000000,968.000000000000000,CONTINUOUS,"(4:0,0.115327152,0,0)",0.115327,167674.000,495874.000
ES.1470,NL.IMAER,ES.1470,NOX (9915),0.000000000000000,970.000000000000000,CONTINUOUS,"(4:0,0.007190208,0,0)",0.007190,168840.000,500917.000
ES.1471,NL.IMAER,ES.1471,NOX (9916),0.000000000000000,971.000000000000000,CONTINUOUS,"(4:0,0.006471187200000001,0,0)",0.006471,158602.000,492204.000
ES.1472,NL.IMAER,ES.1472,NOX (9917),0.000000000000000,972.000000000000000,CONTINUOUS,"(4:0,0.011400264,0,0)",0.011400,168565.000,500664.000
ES.1473,NL.IMAER,ES.1473,NOX (9918),0.000000000000000,972.000000000000000,CONTINUOUS,"(4:0,0.132230448,0,0)",0.132230,158888.000,493107.000
ES.1474,NL.IMAER,ES.1474,NOX (9919),0.000000000000000,973.000000000000000,CONTINUOUS,"(4:0,0.00184990176,0,0)",0.001850,164505.000,488057.000
ES.1475,NL.IMAER,ES.1475,NOX (9920),0.000000000000000,975.000000000000000,CONTINUOUS,"(4:0,0.047713968,0,0)",0.047714,163236.000,490725.000
ES.1476,NL.IMAER,ES.1476,NOX (9921),0.000000000000000,976.000000000000000,CONTINUOUS,"(4:0,0.0133996464,0,0)",0.013400,158466.000,493451.000
ES.1477,NL.IMAER,ES.1477,NOX (9922),0.000000000000000,978.000000000000000,CONTINUOUS,"(4:0,0.005550335999999999,0,0)",0.005550,163411.000,500033.000
ES.1478,NL.IMAER,ES.1478,NOX (9923),0.000000000000000,978.000000000000000,CONTINUOUS,"(4:0,0.0065500272,0,0)",0.006550,155597.000,491219.000
ES.1479,NL.IMAER,ES.1479,NOX (9924),0.000000000000000,978.000000000000000,CONTINUOUS,"(4:0,0.0027499392,0,0)",0.002750,168965.000,501032.000
ES.1480,NL.IMAER,ES.1480,NOX (9925),0.000000000000000,980.000000000000000,CONTINUOUS,"(4:0,5.4998784e-05,0,0)",0.000055,167513.000,502514.000
ES.1481,NL.IMAER,ES.1481,NOX (9926),0.000000000000000,982.000000000000000,CONTINUOUS,"(4:0,0.072501264,0,0)",0.072501,167549.000,495674.000
ES.1482,NL.IMAER,ES.1482,NOX (9927),0.000000000000000,982.000000000000000,CONTINUOUS,"(4:0,0.007701091199999999,0,0)",0.007701,158375.000,492121.000
ES.1483,NL.IMAER,ES.1483,NOX (9928),0.000000000000000,983.000000000000000,CONTINUOUS,"(4:0,0.191549664,0,0)",0.191550,163306.000,490600.000
ES.1484,NL.IMAER,ES.1484,NOX (9929),0.000000000000000,984.000000000000000,CONTINUOUS,"(4:0,0.00226996128,0,0)",0.002270,163286.000,499986.000
ES.1485,NL.IMAER,ES.1485,NOX (9930),0.000000000000000,984.000000000000000,CONTINUOUS,"(4:0,0.36613296,0,0)",0.366133,168216.000,500846.000
ES.1486,NL.IMAER,ES.1486,NOX (9931),0.000000000000000,986.000000000000000,CONTINUOUS,"(4:0,0.0003579336,0,0)",0.000358,166896.000,494643.000
ES.1487,NL.IMAER,ES.1487,NOX (9932),0.000000000000000,986.000000000000000,CONTINUOUS,"(4:0,0.034090416,0,0)",0.034090,158367.000,493623.000
ES.1488,NL.IMAER,ES.1488,NOX (9933),0.000000000000000,987.000000000000000,CONTINUOUS,"(4:0,0.050804496,0,0)",0.050804,157758.000,490742.000
ES.1489,NL.IMAER,ES.1489,NOX (9934),0.000000000000000,987.000000000000000,CONTINUOUS,"(4:0,0.008088984,0,0)",0.008089,169102.000,501157.000
ES.1490,NL.IMAER,ES.1490,NOX (9935),0.000000000000000,988.000000000000000,CONTINUOUS,"(4:0,0.187197696,0,0)",0.187198,163420.000,490396.000
ES.1491,NL.IMAER,ES.1491,NOX (9936),0.000000000000000,989.000000000000000,CONTINUOUS,"(4:0,0.0036613296,0,0)",0.003661,164514.000,487886.000
ES.1492,NL.IMAER,ES.1492,NOX (9937),0.000000000000000,990.000000000000000,CONTINUOUS,"(4:0,0.04430808000000001,0,0)",0.044308,167470.000,495549.000
ES.1493,NL.IMAER,ES.1493,NOX (9938),0.000000000000000,991.000000000000000,CONTINUOUS,"(4:0,0.000215990064,0,0)",0.000216,167447.000,502583.000
ES.1494,NL.IMAER,ES.1494,NOX (9939),0.000000000000000,992.000000000000000,CONTINUOUS,"(4:0,0.007830388800000001,0,0)",0.007830,163125.000,499926.000
ES.1495,NL.IMAER,ES.1495,NOX (9940),0.000000000000000,994.000000000000000,CONTINUOUS,"(4:0,0.0040586832,0,0)",0.004059,155440.000,491168.000
ES.1496,NL.IMAER,ES.1496,NOX (9941),0.000000000000000,994.000000000000000,CONTINUOUS,"(4:0,0.23935824,0,0)",0.239358,157711.000,490699.000
ES.1497,NL.IMAER,ES.1497,NOX (9942),0.000000000000000,994.000000000000000,CONTINUOUS,"(4:0,0.007521336000000001,0,0)",0.007521,158128.000,492041.000
ES.1498,NL.IMAER,ES.1498,NOX (9943),0.000000000000000,994.000000000000000,CONTINUOUS,"(4:0,0.039199248,0,0)",0.039199,167403.000,495442.000
ES.1499,NL.IMAER,ES.1499,NOX (9944),0.000000000000000,994.000000000000000,CONTINUOUS,"(4:0,0.0104005728,0,0)",0.010401,158272.000,493788.000
ES.1500,NL.IMAER,ES.1500,NOX (9945),0.000000000000000,995.000000000000000,CONTINUOUS,"(4:0,0.0018700848,0,0)",0.001870,169227.000,501271.000
ES.1501,NL.IMAER,ES.1501,NOX (9946),0.000000000000000,998.000000000000000,CONTINUOUS,"(4:0,0.00249985872,0,0)",0.002500,169281.000,501322.000
ES.1502,NL.IMAER,ES.1502,NOX (9947),0.000000000000000,998.000000000000000,CONTINUOUS,"(4:0,0.0094986432,0,0)",0.009499,158230.000,493861.000
ES.1503,NL.IMAER,ES.1503,ADECS (1),0.000000000000000,0.000000000000000,CONTINUOUS,"(4:0,12900,0,0)",12900.000000,162638.000,495234.000
ES.1504,NL.IMAER,ES.1504,ADECS (2),0.000000000000000,0.000000000000000,CONTINUOUS,"(4:0,8340,0,0)",8340.000000,162933.000,495504.000
ES.1505,NL.IMAER,ES.1505,ADECS (3),0.000000000000000,0.000000000000000,CONTINUOUS,"(4:0,8330,0,0)",8330.000000,163227.000,495775.000
ES.1506,NL.IMAER,ES.1506,ADECS (4),0.000000000000000,0.000000000000000,CONTINUOUS,"(4:0,6310,0,0)",6310.000000,163522.000,496045.000
ES.1507,NL.IMAER,ES.1507,ADECS (5),0.000000000000000,69.000000000000000,CONTINUOUS,"(4:0,103,0,0)",103.000000,163817.000,496316.000
ES.1508,NL.IMAER,ES.1508,ADECS (6),0.000000000000000,158.000000000000000,CONTINUOUS,"(4:0,248,0,0)",248.000000,164112.000,496586.000
ES.1509,NL.IMAER,ES.1509,ADECS (7),0.000000000000000,248.000000000000000,CONTINUOUS,"(4:0,104,0,0)",104.000000,164406.000,496857.000
ES.1510,NL.IMAER,ES.1510,ADECS (8),0.000000000000000,318.000000000000000,CONTINUOUS,"(4:0,99.40000000000001,0,0)",99.400000,164701.000,497127.000
ES.1511,NL.IMAER,ES.1511,ADECS (9),0.000000000000000,356.000000000000000,CONTINUOUS,"(4:0,84.90000000000001,0,0)",84.900000,164996.000,497398.000
ES.1512,NL.IMAER,ES.1512,ADECS (10),0.000000000000000,393.000000000000000,CONTINUOUS,"(4:0,84.90000000000001,0,0)",84.900000,165290.000,497668.000
ES.1513,NL.IMAER,ES.1513,ADECS (11),0.000000000000000,431.000000000000000,CONTINUOUS,"(4:0,84.90000000000001,0,0)",84.900000,165585.000,497939.000
ES.1514,NL.IMAER,ES.1514,ADECS (12),0.000000000000000,468.000000000000000,CONTINUOUS,"(4:0,84.90000000000001,0,0)",84.900000,165880.000,498209.000
ES.1515,NL.IMAER,ES.1515,ADECS (13),0.000000000000000,506.000000000000000,CONTINUOUS,"(4:0,72.2,0,0)",72.200000,166174.000,498480.000
ES.1516,NL.IMAER,ES.1516,ADECS (14),0.000000000000000,544.000000000000000,CONTINUOUS,"(4:0,72.2,0,0)",72.200000,166469.000,498750.000
ES.1517,NL.IMAER,ES.1517,ADECS (15),0.000000000000000,582.000000000000000,CONTINUOUS,"(4:0,72.2,0,0)",72.200000,166764.000,499021.000
ES.1518,NL.IMAER,ES.1518,ADECS (16),0.000000000000000,617.000000000000000,CONTINUOUS,"(4:0,63.6,0,0)",63.600000,167058.000,499291.000
ES.1519,NL.IMAER,ES.1519,ADECS (17),0.000000000000000,650.000000000000000,CONTINUOUS,"(4:0,63.6,0,0)",63.600000,167353.000,499562.000
ES.1520,NL.IMAER,ES.1520,ADECS (18),0.000000000000000,684.000000000000000,CONTINUOUS,"(4:0,63.6,0,0)",63.600000,167648.000,499832.000
ES.1521,NL.IMAER,ES.1521,ADECS (19),0.000000000000000,717.000000000000000,CONTINUOUS,"(4:0,63.6,0,0)",63.600000,167942.000,500103.000
ES.1522,NL.IMAER,ES.1522,ADECS (20),0.000000000000000,753.000000000000000,CONTINUOUS,"(4:0,59.4,0,0)",59.400000,168237.000,500373.000
ES.1523,NL.IMAER,ES.1523,ADECS (21),0.000000000000000,822.000000000000000,CONTINUOUS,"(4:0,60,0,0)",60.000000,168532.000,500644.000
ES.1524,NL.IMAER,ES.1524,ADECS (22),0.000000000000000,892.000000000000000,CONTINUOUS,"(4:0,60,0,0)",60.000000,168826.000,500914.000
ES.1525,NL.IMAER,ES.1525,ADECS (23),0.000000000000000,914.000000000000000,CONTINUOUS,"(4:0,59,0,0)",59.000000,169121.000,501185.000
ES.1526,NL.IMAER,ES.1526,ADECS (24),0.000000000000000,914.000000000000000,CONTINUOUS,"(4:0,99.40000000000001,0,0)",99.400000,169416.000,501455.000
ES.1527,NL.IMAER,ES.1527,ADECS (25),0.000000000000000,914.000000000000000,CONTINUOUS,"(4:0,110,0,0)",110.000000,169710.000,501726.000
ES.1528,NL.IMAER,ES.1528,ADECS (26),0.000000000000000,914.000000000000000,CONTINUOUS,"(4:0,487,0,0)",487.000000,169998.000,502003.000
ES.1529,NL.IMAER,ES.1529,ADECS (27),0.000000000000000,0.000000000000000,CONTINUOUS,"(4:0,4330,0,0)",4330.000000,163817.000,496316.000
ES.1530,NL.IMAER,ES.1530,ADECS (28),0.000000000000000,81.000000000000000,CONTINUOUS,"(4:0,991,0,0)",991.000000,164112.000,496586.000
ES.1531,NL.IMAER,ES.1531,ADECS (29),0.000000000000000,166.000000000000000,CONTINUOUS,"(4:0,992,0,0)",992.000000,164406.000,496857.000
ES.1532,NL.IMAER,ES.1532,ADECS (30),0.000000000000000,250.000000000000000,CONTINUOUS,"(4:0,992,0,0)",992.000000,164701.000,497127.000
ES.1533,NL.IMAER,ES.1533,ADECS (31),0.000000000000000,315.000000000000000,CONTINUOUS,"(4:0,959,0,0)",959.000000,164996.000,497398.000
ES.1534,NL.IMAER,ES.1534,ADECS (32),0.000000000000000,344.000000000000000,CONTINUOUS,"(4:0,904,0,0)",904.000000,165290.000,497668.000
ES.1535,NL.IMAER,ES.1535,ADECS (33),0.000000000000000,373.000000000000000,CONTINUOUS,"(4:0,810,0,0)",810.000000,165585.000,497939.000
ES.1536,NL.IMAER,ES.1536,ADECS (34),0.000000000000000,403.000000000000000,CONTINUOUS,"(4:0,1140,0,0)",1140.000000,165880.000,498209.000
ES.1537,NL.IMAER,ES.1537,ADECS (35),0.000000000000000,433.000000000000000,CONTINUOUS,"(4:0,810,0,0)",810.000000,166174.000,498480.000
